Günler;
Salı;0,002494721
Pazartesi;-0,000424797
Cuma;0,002602584
Perşembe;0,0113213
Çarşamba;-0,003792256
Salı;0,009613513
Pazartesi;-0,009178984
Cuma;0,006467542
Perşembe;0,011490401
Çarşamba;-0,014488486
Salı;0,006056616
Pazartesi;0,009628676
Cuma;-0,01823025
Perşembe;0,015697383
Çarşamba;-0,000330847
Salı;-0,011258663
Çarşamba;-0,014169098
Salı;0,000763413
Pazartesi;0,006437503
Cuma;-0,006267935
Perşembe;-0,005923634
Çarşamba;0,004693613
Salı;-0,00574596
Pazartesi;-0,007311603
Cuma;-0,002396448
Perşembe;-0,000359244
Çarşamba;-0,016228007
Salı;-0,005786672
Pazartesi;-0,009269576
Cuma;-0,00075657
Perşembe;-0,007074114
Çarşamba;-0,00130112
Salı;0,0100656
Pazartesi;-0,011068767
Cuma;-0,005377326
Perşembe;0,00561698
Çarşamba;-0,001423786
Salı;0,016864609
Pazartesi;-0,008932268
Cuma;0,010126069
Perşembe;-0,013181008
Çarşamba;0,001685096
Salı;0,007200417
Pazartesi;0,007251749
Cuma;0,001291535
Perşembe;-0,013124769
Çarşamba;0,013183435
Salı;-0,001159301
Pazartesi;0,000249583
Cuma;-0,00271941
Perşembe;-0,003273084
Çarşamba;-0,002306431
Salı;-0,009832219
Pazartesi;0,004623217
Cuma;0,00237784
Çarşamba;-0,018199887
Salı;-0,000211653
Pazartesi;-0,00298302
Cuma;-0,00437704
Perşembe;0,006452468
Çarşamba;0,000453899
Cuma;-0,005323558
Perşembe;-0,01288721
Çarşamba;-0,004693974
Salı;-0,007004603
Pazartesi;0,015281405
Cuma;-0,000353099
Perşembe;-0,009643127
Çarşamba;0,003065018
Salı;0,003687223
Pazartesi;0,009792056
Cuma;-0,004171735
Perşembe;-0,023644987
Çarşamba;0,004739605
Salı;0,002789446
Pazartesi;0,011942103
Cuma;-0,010185166
Perşembe;-0,008298673
Çarşamba;-0,033982035
Salı;-0,006584801
Pazartesi;-0,009275714
Cuma;0,017220839
Perşembe;0,008845409
Çarşamba;0,001666854
Salı;0,000448294
Pazartesi;0,003228181
Cuma;-0,000207441
Perşembe;-0,005392574
Çarşamba;0,011549572
Salı;0,001188844
Pazartesi;-0,00820798
Cuma;0,002759414
Perşembe;-0,01296981
Çarşamba;0,016229809
Salı;-0,00421616
Pazartesi;-0,01235257
Cuma;0,00951057
Perşembe;-0,027886313
Çarşamba;0,005917711
Salı;-0,017426726
Pazartesi;-0,010835683
Cuma;0,01620981
Perşembe;-0,000181982
Çarşamba;-0,017340076
Salı;-0,001701755
Pazartesi;-0,016578488
Cuma;0,002448778
Perşembe;-0,001763201
Çarşamba;-0,001972303
Salı;-0,000841556
Pazartesi;-0,012030636
Cuma;-0,003571277
Perşembe;-0,010596962
Çarşamba;-0,007933177
Salı;-0,007996616
Pazartesi;-0,001004088
Cuma;-0,003162285
Perşembe;-0,008475929
Çarşamba;0,000471767
Salı;0,00587838
Pazartesi;-0,010988922
Cuma;-0,000620132
Perşembe;0,001950295
Çarşamba;0,014767419
Salı;0,0238459
Pazartesi;-0,009487921
Cuma;0,006979478
Perşembe;0,00691366
Çarşamba;0,013341386
Salı;-0,011215653
Pazartesi;0,006955373
Cuma;0,017459986
Perşembe;-0,000883647
Çarşamba;-0,012453759
Salı;0,011228957
Pazartesi;0,001037777
Cuma;0,003496685
Perşembe;0,004564597
Çarşamba;-0,00578535
Pazartesi;0,017923374
Cuma;0,009734172
Perşembe;0,001335807
Çarşamba;-0,012220449
Salı;-0,003928227
Cuma;0,006959946
Perşembe;-0,004584449
Çarşamba;0,004734131
Salı;0,008626953
Pazartesi;-0,002889436
Cuma;0,001734663
Perşembe;0,005054632
Çarşamba;-0,002960528
Salı;-0,011963887
Pazartesi;0,01365904
Cuma;0,002086192
Perşembe;0,018260225
Çarşamba;0,006440393
Salı;0,013057943
Pazartesi;-0,005005792
Cuma;-0,008708745
Perşembe;-0,014165183
Çarşamba;0,004377439
Salı;0,010876493
Pazartesi;0,001119534
Cuma;-0,018455411
Perşembe;0,006006317
Çarşamba;0,004489237
Salı;0,001593831
Pazartesi;0,005982328
Cuma;-0,003219274
Perşembe;-0,017101901
Çarşamba;-0,007255488
Salı;-0,024072695
Pazartesi;-0,006419049
Cuma;0,004582006
Perşembe;0,006624434
Çarşamba;-0,003256293
Salı;-0,005681881
Pazartesi;0,009122492
Cuma;0,020185282
Perşembe;-0,002894072
Çarşamba;-8,23404E-05
Salı;-0,012311774
Pazartesi;-0,019461894
Cuma;0,015452399
Perşembe;-0,00118923
Çarşamba;0,019731314
Salı;0,00650241
Pazartesi;0,003194735
Cuma;-0,00551568
Perşembe;-0,017847445
Çarşamba;-0,003036423
Salı;-0,003112713
Pazartesi;0,014889768
Cuma;-0,020436281
Perşembe;0,013908756
Çarşamba;0,016730102
Salı;-0,010384241
Pazartesi;0,002128345
Cuma;-0,00872356
Perşembe;-0,001597338
Çarşamba;-0,014019078
Salı;-0,035144999
Pazartesi;0,01114959
Cuma;-0,007901473
Perşembe;-0,006963183
Çarşamba;-0,036472338
Salı;-0,002333426
Pazartesi;0,007183351
Cuma;-0,005396334
Perşembe;-0,005132572
Çarşamba;-0,004092012
Salı;-0,015864817
Pazartesi;-0,013769192
Cuma;-0,023669404
Perşembe;0,011415913
Çarşamba;-0,014368174
Salı;-0,012290745
Pazartesi;-0,018784281
Cuma;0,006918644
Perşembe;0,02016086
Çarşamba;0,006385196
Salı;0,025405612
Pazartesi;-0,029138338
Cuma;-0,001442383
Perşembe;0,015234371
Çarşamba;-0,009671237
Salı;0,019363995
Pazartesi;-0,000837473
Cuma;-0,010874459
Perşembe;-0,006895846
Çarşamba;0,002999838
Salı;0,007316589
Pazartesi;-0,026929079
Cuma;0,018045955
Perşembe;0,004249079
Çarşamba;-0,010598307
Salı;0,023352458
Pazartesi;-0,002057222
Cuma;0,02617788
Perşembe;-0,006260851
Çarşamba;0,030194308
Salı;-0,008377546
Pazartesi;0,009410763
Cuma;-0,007766146
Perşembe;-0,01772077
Çarşamba;0,013127352
Salı;-0,04550034
Pazartesi;0,003659814
Cuma;-0,023473575
Perşembe;-0,028782538
Çarşamba;0,029193645
Salı;0,017346522
Pazartesi;0,014627235
Cuma;0,032121837
Perşembe;0,011244688
Çarşamba;0,015079057
Salı;-7,15244E-05
Pazartesi;-0,000840795
Cuma;0,0057996
Perşembe;-0,011813064
Cuma;0,011439335
Perşembe;0,006086813
Çarşamba;-0,014290539
Salı;-0,015718446
Pazartesi;0,021801734
Cuma;0,017347455
Perşembe;-0,007478545
Çarşamba;-0,020466959
Salı;0,014461361
Pazartesi;-0,000337667
Cuma;0,009429442
Perşembe;-0,015741649
Çarşamba;0,033317653
Salı;0,0163367
Pazartesi;-0,005273365
Cuma;0,014574497
Perşembe;-0,012847779
Çarşamba;0,014869343
Salı;-0,012804619
Pazartesi;-0,005743998
Cuma;-0,017101232
Perşembe;-0,001920258
Çarşamba;0,001431814
Salı;-0,001781349
Pazartesi;0,038592589
Cuma;0,003910943
Perşembe;0,001088312
Çarşamba;-0,01296904
Salı;-0,012401118
Pazartesi;-0,025378985
Cuma;-0,008450954
Perşembe;0,028995146
Çarşamba;0,047952086
Salı;0,001002325
Pazartesi;-0,049765364
Cuma;-0,000621601
Perşembe;-0,013581282
Çarşamba;-0,017556395
Salı;0,009381747
Pazartesi;-0,018636514
Cuma;0,005344921
Perşembe;0,014015061
Çarşamba;-0,025981985
Salı;-0,003954367
Pazartesi;-0,017694709
Cuma;0,024126182
Pazartesi;-0,026144682
Cuma;-0,00442158
Perşembe;-0,013874009
Çarşamba;0,001641154
Salı;-0,012212618
Pazartesi;0,016575906
Cuma;-0,004231358
Perşembe;-0,021256324
Çarşamba;0,042808239
Salı;-0,002234225
Pazartesi;-0,011377491
Cuma;-0,024529496
Perşembe;-0,003301156
Çarşamba;-0,033406478
Salı;0,051391683
Pazartesi;-0,012865397
Cuma;0,073400048
Perşembe;0,052957213
Çarşamba;0,032976853
Salı;0,007215203
Pazartesi;0,002716558
